id,text,simplify,score
-cSzPRipb94_9-5-rgb_front,"You don't want to have to do a hole bunch of pull ups, you really want to use your feet to balance.",You don't want to do a bunch of pull ups. You really need to use your feet to balance.,tensor([[0.9216]])
c4Az5nStT7I_16-2-rgb_front,The reason why we are in the bathroom today is that for some reason cats are drawn to the bathroom when they're not feeling well.,The reason we are in the bathroom today is because for some reason cats like to go to the bathroom when they are not well.,tensor([[0.9658]])
BgBlryfScI0_6-5-rgb_front,"If you are in an electronics store, it really doesn't matter.","If you're in an electronics store, it doesn't really matter.",tensor([[0.9919]])
08PDyCn-pxI_17-5-rgb_front,And that's how you play linebacker dropping back in pass coverage.,And that's how you play when you drop back in coverage.,tensor([[0.8267]])
1aRNY8wFqa0_23-8-rgb_front,And so those liquid or powdery agents are also tools that we use.,So these powdery or liquid agents are also tools that we use.,tensor([[0.9682]])
cpcdTeyWHPc_6-8-rgb_front,You're then going to check your line of path to walk so that you know you're not in anybody else's way.,Then you will check your path to walk so that you know that you are not in anyone else's way.,tensor([[0.8583]])
1EV7AT_lBno_44-5-rgb_front,"Guys, it's really important when she hits that peak, you've got to get this hand under cause she's going to fall on it.","Guys, when she hits that peak, you need to get this hand under because she's going to fall on it.",tensor([[0.9477]])
bL2Lb4XEQdQ_17-9-rgb_front,"Now we're using a pretty, already saturated tarleton.","Now we have a beautiful, already saturated tarleton.",tensor([[0.8918]])
0ta2ddEzBA0_7-8-rgb_front,"So this is three, now we're going to go back this way, exactly the same inside turn footwork.","So this is three, now we're going to come back this way, the same footwork inside turn.",tensor([[0.9535]])
EYEhiZ6Y0Fs_1-5-rgb_front,There is a lot of creativity that you can explore by using different kinds of glass.,You can find a lot of creativity when you use different types of glass.,tensor([[0.9569]])
11aqPfA6Zgo_16-8-rgb_front,"Forward roll, you should come up to the exact same position you started at, for right now.","Forward roll, you should come up to the same position you were at before, for now.",tensor([[0.9701]])
_FS9zbJi8qE_12-8-rgb_front,"Because it is so long wearing or a little bit dryer on the lips, it deposits that pigment very deep.","Because it takes a long time to wear or dry the lips, it deposits that pigment very deep.",tensor([[0.9419]])
cEmmjObvNZE_27-5-rgb_front,"And then your closing, the thing about the closing, the last line it should be very clear, I'm done.","And then your closing, the last line, the closing line should be very clear, I'm done.",tensor([[0.9341]])
0H60j0VxTaE_21-5-rgb_front,"If you're a man, you need that cup, not that cup, but the right cup.","If you're a man, you need that cup. Not the right cup, but the right cup.",tensor([[0.9872]])
-eVbw_nRsLI_3-5-rgb_front,"So, you might want to correct for that but you know your own game.","So you may want to change that, but you know your own game.",tensor([[0.7553]])
CUWThEnO-OQ_2-5-rgb_front,"The camisole straps are going to be thin, so make sure you put your straps in the correct places.","The camisole straps will be very thin, so make sure you put the straps in the right place.",tensor([[0.9643]])
CgyzNU5IMtQ_8-4-rgb_front,"To change this into the green circle that you want, you bring it over the edge of your track and as you can see are mouse pointer changed.","To change this into the green circle that you want, you bring it over the edge of the track. As you can see, you can change the mouse.",tensor([[0.9549]])
CsdpA_b5P8Q_8-5-rgb_front,"If you get a a longjing or dragon well, which is a very popular Chinese green tea, the brew will be very clear.","If you get a a longjing or dragon well, a very popular green tea drink, the brew will be very good.",tensor([[0.7373]])
dhKAQ8Yh0kM_0-5-rgb_front,"So, I'm going to show you two variations of the letter A, we'll start with one that's a little bit simpler.","So, I'm going to show you two different types of letter A. We'll start with a little easier one.",tensor([[0.8816]])
CREPjNfswRw_9-5-rgb_front,"Step, jump, squat, pendulum and down.","Step, jump, squat, up and down.",tensor([[0.9109]])
1UG52nvLLVA_27-5-rgb_front,Try not to ever kick up into Headstand.,Never kick up into a headstand.,tensor([[0.9266]])
DBDddxX-CJA_4-8-rgb_front,"Some variations in the game even allowed people to bid three and if they made five, they got credit for five.","Some versions of the game even let people bid three. If they made five, they got credit for five.",tensor([[0.9709]])
b6ZncJ7ikxQ_0-8-rgb_front,Now a lot of technique goes into ring throws and it's very different from throwing a ball or a club.,Now a lot of work goes into ring throws. It's very different from throwing a club or a ball.,tensor([[0.9458]])
1qMpH_7FL68_3-8-rgb_front,"You don't want to fire somebody, you don't want to let them know one of their co-workers died.",You don't want to fire someone. You don't want them to know that someone has died.,tensor([[0.9380]])
Eh697LCFjTw_8-3-rgb_front,There's many different types of liquid foundations based on whether you're dry or you're oily or what kind of coverage you like.,There are many different types of liquid foundations depending on if you are dry or oily or what type of coverage you want.,tensor([[0.9873]])
1d3UApdR58M_22-8-rgb_front,You are going to tip over and back up into your freeze.,You will fall down and back up into your freeze.,tensor([[0.9057]])
3Sd2KRf-Fvo_6-5-rgb_front,"So, if we go back to the ""Blue Moon,"" every sort of chord starts with the root.","So, if we return to the Blue Moon, every chord begins with the root.",tensor([[0.9611]])
eXabAP-jk6E_1-5-rgb_front,"We discussed that you eliminate toxins from your sweat, from your breath and different areas.","We talked about removing toxins from your sweat, from your breath and other areas.",tensor([[0.9202]])
46wX8xjt7mA_7-5-rgb_front,It's something that's going to detangle and be easy to manipulate.,It's going to take some time and be easy to manipulate.,tensor([[0.6060]])
azmxjENWcXo_4-5-rgb_front,"There's a lot of ways you can go on tuxedos, every tuxedo will have different styles of shoes.",There are many ways to wear tuxedos. Every tuxedo will have different styles of shoes.,tensor([[0.9534]])
12Y6ujgJ_2Q_7-8-rgb_front,"You simply want to peel it off, thus making the hinge method.","You just need to peel it off, thus making the hinge method.",tensor([[0.9785]])
EMi4hyW42Fs_5-5-rgb_front,"So I make a sad face, the sad face goes all the way around the room.",So I make a happy face and the happy face goes all the way around the room.,tensor([[0.8812]])
1ey34szkYsQ_0-8-rgb_front,The next pose in our upper body strengthening and toning asana sequence is side plank.,The next asana in our upper body asana series is the side plank pose.,tensor([[0.9091]])
3CrOUbBvRkQ_19-5-rgb_front,"If you have to do it very often it means you're obviously doing something wrong, and that goes for man or woman.","If you have to do it very often, you are clearly doing something wrong, and that goes for both people.",tensor([[0.8950]])
11G4WcABMWQ_5-8-rgb_front,That just creates something that has more design lines on it than anything else.,This just makes it have more design lines on it than anything else.,tensor([[0.8390]])
EvS51qz56A0_23-8-rgb_front,Then they'll probably ask you to do some cold readings too to see how you work with other actors.,Then they will probably ask you to do some cold readings to see how you work together.,tensor([[0.6990]])
FlXsdKWNhlM_21-8-rgb_front,"If you do this, carefully you will have a beautiful lip.","If you do this, you will have a beautiful face.",tensor([[0.6460]])
2WTWOS8bF7A_6-3-rgb_front,"You want to kind of keep it, you don't want to push down too much, you're basically just pushing that gloss around the lips.","You want to kind of keep it, you don't want to push it down too much. You're basically just putting gloss on the lips.",tensor([[0.9664]])
1GjvLelvNE0_34-5-rgb_front,"We'll talk about deadlines, next.",We will discuss deadlines next.,tensor([[0.8979]])
-cSzPRipb94_10-5-rgb_front,So what I'm going to do is push up with my legs and try to keep my arms straight.,So what I'm going to do is stand up with my legs and hold my arms straight.,tensor([[0.8390]])
3i7jJ7Jll5o_8-5-rgb_front,"There we go, so we've got one side all the way out.","There we go, so we've got the whole thing out.",tensor([[0.6503]])
-aEP1MfoUSU_3-8-rgb_front,"Even if it is a slow jog, a fast jog, something, just keep moving constantly.","Whether it's a slow jog, a fast jog, something, just keep going all the time.",tensor([[0.9476]])
0vNfEYst_tQ_10-8-rgb_front,"So you want to have the strap, the loop in front, and then bring the tail through, so that you're pulling back.","So you want to have the loop in front, and then you want to bring the tail through so you can pull back.",tensor([[0.9141]])
cN11VMtIguw_13-8-rgb_front,"Wax sticks to wax, so you can go through and dab that on any little pieces that might be left and remove those wax.","Wax sticks to wax, so you can go through and dab that on any small pieces that are left and take away the wax.",tensor([[0.9883]])
08JotxFsA4Y_0-5-rgb_front,"Now that we have a clean palette, we're going to move on to the eyebrows.","Now that we've got a clean look, we'll move on to the eyebrows.",tensor([[0.9084]])
D-2jxcZeURM_22-4-rgb_front,"Now, the way to avoid this, is usually riding a harder wheel if you intend on doing some kinds of slides.","Now, the best way to avoid this, is usually to ride a harder wheel if you want to do some slides.",tensor([[0.9657]])
aCc-DzPTDo4_2-5-rgb_front,"Next, I'm going to talk about how to select flower bulbs.","Next, I will discuss how to choose flower bulbs.",tensor([[0.9521]])
FKiT39gL9Jc_4-8-rgb_front,"You have a different, you have two different straps, two different things you can fit.","You have two different things, two different straps, two different things.",tensor([[0.8650]])
08nsvHZLNfE_25-5-rgb_front,Or rub her shoulder or rub her feet.,Or rub her feet or her shoulder.,tensor([[0.9830]])
1Dd3HPlgDWw_12-5-rgb_front,"As you can see, they don't need to bring them to the side, that's more feminine.","As you can see, you don't have to put them on the side, it's more feminine.",tensor([[0.8268]])
1Vq_uqeckF8_9-8-rgb_front,"You have got the tail portion, the head portion and you have the thickness mainly in the middle.","You have the head portion, the tail portion and the thickness is mainly in the middle.",tensor([[0.9729]])
0xh74_xfC5A_6-5-rgb_front,"And if you win any award, it's always good to say ""Oh I won so-and-so award"".","And when you win an award, it's always good to say, 'I won so-and-so award.' ",tensor([[0.9721]])
ERpBK4lEjfI_2-8-rgb_front,A lot of Geniuses will talk about this as a troubleshooting thing as well.,Many professionals will talk about this as a troubleshooting thing.,tensor([[0.8329]])
